amount,hour,location_change,device_change,txn_count_24h,fraud
40551.5,0,0,0,9,1
23889.11,0,1,1,1,1
15424.57,10,1,0,11,0
33981.47,11,0,0,11,0
32156.5,12,0,1,1,0
44891.56,18,1,1,3,1
14664.64,12,0,0,3,0
16296.19,11,1,0,15,0
17795.8,17,1,0,7,0
39981.71,7,1,0,7,1
38566.48,16,1,1,11,1
14968.08,15,0,1,2,0
22717.2,16,1,1,3,1
28086.42,13,0,1,11,1
15971.82,9,1,1,11,1
48542.95,4,1,1,3,1
44723.9,8,1,1,12,1
9553.62,15,0,1,3,0
23538.24,4,1,0,3,1
35865.59,13,1,1,3,1
16905.68,2,1,0,11,1
4878.32,0,0,1,2,0
13582.16,23,1,1,5,0
26529.48,20,0,0,3,0
4426.63,20,0,1,13,1
22645.83,22,1,1,12,1
37927.77,19,1,1,4,1
15731.67,2,0,1,6,1
22513.67,23,1,0,1,1
3561.26,15,0,0,3,0
29140.88,5,1,0,1,1
7808.18,9,1,1,3,0
13845.96,18,0,1,6,0
10171.05,10,1,0,10,0
10101.4,15,0,0,14,0
47663.16,7,0,0,7,0
16515.34,1,0,1,10,1
45201.18,6,0,0,9,0
14692.39,5,1,1,15,1
38356.42,2,1,1,12,1
30339.88,7,1,0,14,1
40191.81,1,1,1,4,1
43765.31,17,1,0,14,1
48093.84,22,0,0,11,0
76.0,21,1,1,14,1
37936.23,14,0,1,5,0
20328.1,7,0,0,15,0
26181.01,6,0,0,10,0
29210.2,13,0,1,6,0
30984.3,1,0,0,15,1
44972.8,3,1,1,7,1
16761.09,20,1,1,13,1
32242.33,3,1,1,10,1
5504.86,0,0,0,7,0
31605.21,4,1,0,13,1
38073.17,6,1,0,13,1
46399.7,22,0,1,10,0
9228.41,5,1,0,14,0
2918.5,17,1,1,1,0
30257.1,1,0,1,2,1
12337.67,8,0,0,13,0
30592.22,21,1,1,2,1
32064.47,10,1,0,3,1
49208.01,16,1,0,3,1
36154.43,19,1,1,6,1
23950.32,7,0,1,2,0
47031.14,13,1,0,2,1
39462.72,14,1,0,1,1
23236.44,18,1,0,8,1
35895.28,5,1,0,1,1
48040.26,13,1,1,6,1
881.96,23,0,1,3,0
16857.51,21,0,1,7,0
31021.73,21,1,0,4,1
1896.6,16,1,0,10,0
23396.63,23,0,1,3,0
22178.74,14,1,1,7,1
4883.12,18,1,1,5,0
5629.35,18,0,1,13,1
1169.8,1,1,1,15,1
36474.14,13,1,0,13,1
48462.83,22,1,1,13,1
24111.5,6,1,0,8,1
37754.23,5,0,1,14,1
3946.32,22,1,0,6,0
32769.89,6,1,0,14,1
8606.16,5,1,1,7,0
43252.4,21,0,1,4,0
16666.77,13,0,0,3,0
18241.0,4,1,0,12,1
6532.82,22,1,1,9,0
22451.33,10,0,0,10,0
23441.95,18,0,1,15,1
15329.21,3,1,0,14,1
22173.59,23,1,0,3,1
34671.75,0,1,1,15,1
1237.63,1,0,0,5,0
3188.21,1,0,1,5,0
10467.98,22,0,1,2,0
43488.37,14,1,0,6,1
42318.74,1,1,0,13,1
33787.24,0,0,0,10,1
8766.62,12,0,0,7,0
5611.04,15,0,0,2,0
3852.64,19,1,1,1,0
19001.16,2,0,0,12,1
6781.42,10,1,0,10,0
39684.8,12,1,1,8,1
47275.01,10,1,0,3,1
2816.46,8,0,1,14,1
40952.98,13,1,1,12,1
37712.88,9,0,1,1,0
14317.46,1,0,1,4,0
6968.14,7,1,0,2,0
26410.26,10,0,0,15,0
1142.56,13,1,0,9,0
47909.29,17,0,0,4,0
5982.01,16,0,0,7,0
7896.44,5,0,1,8,0
20216.91,18,0,0,12,0
14279.42,19,1,0,10,0
13397.37,3,1,1,6,0
12572.85,14,0,0,2,0
16976.65,6,0,1,9,0
44607.6,15,0,1,4,0
2363.6,21,1,1,10,0
2501.01,10,0,0,9,0
5396.8,10,1,0,11,0
23494.47,6,0,0,6,0
4266.89,7,1,0,9,0
33679.83,16,1,0,6,1
17061.85,23,1,1,10,0
24260.05,9,0,0,1,0
47982.46,4,0,0,13,1
9742.12,3,1,0,12,0
6619.48,3,1,0,8,0
44322.84,2,1,0,8,1
22098.47,4,0,0,5,1
14092.81,12,1,1,14,1
10380.96,19,0,1,3,0
4587.13,1,0,0,11,0
45097.18,8,1,0,12,1
45696.9,13,0,1,12,1
43496.65,0,0,1,10,1
16961.94,1,1,1,9,1
15721.4,0,1,0,13,1
16374.21,18,0,1,11,1
5738.67,23,1,0,3,0
10431.7,10,1,0,4,0
36724.33,6,1,0,1,1
42837.86,20,1,1,11,1
36286.02,18,0,1,15,1
4878.52,0,0,0,8,0
19641.72,15,0,1,12,1
10200.47,3,1,1,12,1
12177.47,18,1,1,3,0
45761.29,7,0,0,10,0
11364.01,17,0,1,15,1
28157.63,8,1,0,6,1
32635.85,2,1,1,4,1
6568.44,13,1,0,12,0
25658.14,12,1,0,9,1
2390.75,1,1,0,8,0
28444.68,23,0,0,12,0
24913.48,23,1,1,13,1
36718.5,11,0,0,8,0
546.51,2,1,0,5,0
36857.14,23,1,1,1,1
36102.63,4,1,1,13,1
35622.71,8,0,0,3,0
44110.69,14,1,0,10,1
40389.77,8,0,1,12,1
16577.46,1,1,0,3,1
45015.19,3,0,1,10,1
4027.31,6,1,1,14,1
28023.32,20,0,0,10,0
32209.3,9,1,1,2,1
17549.11,21,0,0,3,0
8229.33,11,0,1,15,1
7904.17,20,0,1,1,0
47878.56,10,1,1,3,1
19647.72,20,1,1,7,0
35877.79,2,0,0,13,1
25305.85,0,1,1,15,1
34471.09,6,1,1,7,1
43160.24,15,0,1,5,0
11351.29,6,1,0,15,0
14837.84,10,0,1,13,1
36795.33,20,1,0,8,1
12654.02,10,1,0,5,0
2776.74,6,1,0,3,0
23159.95,20,0,1,14,1
46542.38,17,1,1,7,1
31269.44,8,1,1,12,1
32244.49,8,1,1,14,1
20334.26,3,1,0,10,1
27891.85,14,0,0,2,0
30354.57,20,0,1,7,0
19677.18,6,0,0,4,0
20741.21,3,1,0,12,1
32150.54,11,0,1,6,0
37168.27,19,1,1,13,1
310.69,4,1,0,8,0
15245.19,14,0,0,7,0
26402.94,5,1,0,13,1
12233.16,10,0,0,1,0
6654.96,2,1,1,5,0
15530.91,12,0,1,7,0
45200.97,7,0,1,12,1
28111.84,2,0,0,3,1
26599.45,11,0,1,12,1
2111.83,9,1,1,7,0
35761.18,8,0,0,14,0
35962.17,17,0,0,9,0
37569.15,2,1,1,12,1
39913.76,15,1,1,3,1
39739.69,11,0,1,9,0
35.4,6,1,1,12,1
18706.6,23,1,0,4,0
38782.96,18,0,1,4,0
25638.78,15,0,1,8,0
4155.25,5,1,0,11,0
47352.26,15,0,1,7,0
3758.75,12,0,0,8,0
49766.51,17,1,0,14,1
45942.75,23,1,1,5,1
7264.1,14,0,1,9,0
8789.55,16,0,0,5,0
22884.31,4,0,1,8,1
8613.37,4,0,0,14,0
2131.68,13,1,0,10,0
10145.99,2,0,1,11,1
47693.21,21,1,0,14,1
10680.65,22,0,0,13,0
34649.09,8,1,0,1,1
41233.42,2,0,1,6,1
27029.09,4,0,1,1,1
14854.33,10,0,1,3,0
31060.78,6,0,1,7,0
21699.39,7,0,0,15,0
17292.94,16,1,0,2,0
41100.87,1,1,0,5,1
17280.68,3,0,1,5,1
25794.05,0,0,0,7,1
18557.66,13,1,1,11,1
41979.47,7,1,1,8,1
5042.1,17,0,1,2,0
37000.87,8,0,0,11,0
34617.56,20,1,1,9,1
14555.85,9,0,0,12,0
35580.88,23,1,0,3,1
29646.84,23,1,0,12,1
48840.16,11,0,1,10,0
19641.66,9,0,0,1,0
9557.22,8,1,1,13,1
17091.18,19,0,1,11,1
35619.59,9,1,1,5,1
6079.66,17,1,1,7,0
977.26,5,1,0,7,0
43499.66,12,1,0,10,1
13339.56,0,0,1,3,0
8625.08,12,0,0,7,0
15522.39,16,0,0,14,0
46040.85,11,1,1,3,1
39745.49,15,1,1,3,1
6538.4,14,1,1,5,0
41928.21,1,0,0,7,1
11891.32,1,1,0,11,0
19593.45,17,1,1,11,1
31883.3,5,1,1,3,1
37423.57,4,1,0,5,1
37511.39,16,1,0,14,1
11517.95,18,1,0,15,0
46393.63,15,0,0,3,0
17633.14,1,1,1,6,1
8915.69,12,1,0,6,0
4033.89,22,0,0,6,0
25825.17,6,0,1,11,1
8632.94,5,0,0,13,0
38311.81,16,1,1,9,1
34773.55,20,0,0,10,0
34869.18,5,0,0,13,0
26219.62,19,1,1,7,1
24655.93,18,1,0,10,1
27002.96,12,0,0,8,0
35943.67,4,0,1,6,1
46361.93,8,1,0,14,1
45566.51,8,1,1,5,1
10534.05,0,1,1,1,0
44208.78,14,0,0,15,0
25907.83,1,1,0,11,1
11194.95,8,1,1,13,1
10078.31,4,1,0,11,0
18556.53,6,0,0,11,0
26927.59,6,0,0,13,0
25242.74,14,0,0,9,0
4791.46,11,0,0,4,0
25903.48,5,0,0,5,0
24933.34,6,1,1,6,1
42656.84,16,1,0,6,1
6699.46,6,0,0,6,0
12120.93,17,0,0,8,0
23418.57,6,1,1,3,1
16553.11,10,0,0,1,0
29792.73,15,1,0,1,1
47445.25,11,0,0,1,0
44534.24,5,1,0,4,1
44722.01,20,0,0,10,0
16438.87,14,0,1,4,0
18727.89,15,1,0,10,0
9752.81,3,0,0,1,0
26740.65,20,1,0,7,1
3283.5,9,1,0,14,0
2303.66,4,0,1,15,1
14705.17,17,1,0,1,0
15820.47,4,0,0,12,1
9706.54,12,1,1,14,1
35855.57,3,1,0,10,1
41384.28,6,0,1,10,0
46533.78,9,1,0,10,1
44042.02,17,0,1,6,0
36832.89,17,0,0,1,0
3063.05,22,1,1,8,0
3302.2,10,1,1,3,0
36390.53,8,1,1,14,1
41426.32,9,0,1,12,1
24315.86,4,0,1,5,1
47056.8,16,1,1,8,1
31792.61,6,1,0,14,1
43152.21,4,1,0,9,1
19312.43,12,1,1,13,1
49922.1,2,0,1,8,1
1226.73,0,0,1,9,0
15229.57,19,1,1,12,1
32530.32,11,1,1,15,1
48781.16,15,0,0,5,0
27701.18,17,0,0,13,0
28945.26,14,1,0,6,1
9908.93,11,0,1,7,0
39035.53,12,0,1,1,0
20025.99,1,1,0,10,1
22943.41,1,0,0,3,1
47718.9,12,0,1,10,0
45386.26,10,0,1,1,0
45998.46,23,1,1,5,1
49668.37,18,0,1,13,1
37484.97,0,1,0,6,1
2879.5,13,1,1,5,0
10860.01,10,0,0,9,0
30974.01,7,1,0,5,1
11773.1,5,1,0,7,0
26135.17,17,0,1,7,0
14445.83,13,0,0,2,0
39124.58,2,1,1,5,1
17734.26,21,0,1,13,1
13529.1,15,1,1,11,1
35754.36,12,1,1,12,1
209.72,14,1,1,12,1
38662.68,8,0,0,7,0
27979.01,0,0,0,14,1
16964.33,8,1,0,2,0
7959.55,20,1,1,13,1
11737.4,1,0,1,9,0
9719.11,2,1,1,11,1
14432.77,13,0,0,5,0
29516.66,10,1,0,8,1
21372.58,4,1,0,8,1
5063.76,23,1,1,12,1
47888.93,22,0,1,13,1
38905.76,15,0,0,13,0
44885.02,16,1,0,11,1
20545.49,23,1,1,9,1
9136.88,18,1,0,10,0
11282.54,9,1,0,3,0
27245.72,20,1,0,5,1
36842.51,11,0,0,8,0
4848.94,17,0,1,14,1
481.74,2,1,1,12,1
4525.41,5,1,0,7,0
2901.05,7,1,1,6,0
261.25,23,1,0,2,0
19125.31,1,0,1,11,1
26436.33,23,0,1,10,0
43751.21,22,1,0,5,1
49548.56,22,1,0,8,1
32546.52,19,1,0,3,1
35456.77,2,0,1,4,1
23621.55,17,0,1,14,1
15786.02,14,0,0,6,0
7942.4,17,1,0,7,0
40373.77,6,1,1,3,1
31056.21,3,1,1,10,1
20839.81,14,0,1,13,1
46215.22,9,1,1,15,1
14422.51,16,1,0,13,0
28527.51,2,1,1,10,1
36498.58,12,0,1,6,0
19653.07,16,0,0,9,0
47157.47,7,0,0,5,0
35052.08,11,1,1,9,1
39716.87,1,0,1,10,1
39054.49,18,0,1,5,0
25285.07,3,1,0,15,1
10141.97,8,1,0,1,0
45579.12,22,1,0,11,1
223.75,0,1,1,4,0
31034.76,21,0,1,1,0
721.46,0,0,1,2,0
2846.62,22,1,0,3,0
18047.49,18,0,0,12,0
6904.76,12,0,1,9,0
10545.85,23,0,0,15,0
12563.61,15,1,0,10,0
19153.91,3,1,0,14,1
31684.92,13,0,1,7,0
48924.14,21,1,1,14,1
39752.55,20,0,0,9,0
18818.93,23,1,1,3,0
35892.66,1,0,0,15,1
14775.4,14,1,0,11,0
36775.54,8,1,1,15,1
27131.27,1,1,0,7,1
43985.65,21,0,0,13,0
18713.66,1,1,0,10,1
12080.82,10,0,0,10,0
24146.66,14,0,0,15,0
1008.1,14,0,0,4,0
7178.73,18,1,1,14,1
30252.33,17,1,1,11,1
12084.22,12,1,0,12,0
25756.32,21,1,0,15,1
43097.48,12,0,0,13,0
28020.85,4,0,1,15,1
30066.8,20,0,1,8,0
13888.89,18,1,0,15,0
1414.43,11,0,1,5,0
8590.9,10,1,1,6,0
15635.57,15,1,0,4,0
29251.24,14,1,0,1,1
14817.03,15,0,0,12,0
18927.96,12,0,0,5,0
35752.33,19,1,0,14,1
30964.58,1,0,1,13,1
35867.6,3,0,0,2,1
45204.87,14,0,1,6,0
44785.6,5,1,1,11,1
3247.39,9,1,1,1,0
30992.92,4,0,0,8,1
48799.03,7,0,0,9,0
38912.2,7,1,1,1,1
5290.23,0,0,1,6,0
49529.55,15,1,1,12,1
23299.63,8,1,1,6,1
31015.59,21,1,1,14,1
24505.61,22,0,1,10,0
40370.97,0,0,1,11,1
22038.07,22,1,1,3,1
42739.67,10,1,0,11,1
42141.99,12,0,1,3,0
29786.53,23,1,1,13,1
48361.97,17,1,1,5,1
41011.11,8,1,0,2,1
16113.23,14,1,0,3,0
23682.56,11,0,0,13,0
24334.49,0,0,1,7,1
28568.13,14,0,0,2,0
29384.01,13,1,1,14,1
6651.33,19,0,0,1,0
17461.25,11,1,0,3,0
17831.22,0,0,0,10,1
3420.0,15,0,0,6,0
29648.62,21,0,1,13,1
46870.32,2,0,0,7,1
20544.23,2,0,1,12,1
31560.17,12,0,0,1,0
18425.29,11,0,1,10,0
5120.75,23,0,1,15,1
15018.23,7,0,0,5,0
30749.56,22,0,1,3,0
24327.16,12,0,0,7,0
35227.98,7,1,1,1,1
5201.88,7,1,0,1,0
11760.97,19,0,1,7,0
23555.69,0,1,1,12,1
18623.08,22,1,0,11,0
19795.11,2,0,1,8,1
27942.22,20,1,0,11,1
7972.92,1,0,1,12,1
12906.1,0,0,0,1,0
4011.68,2,1,0,1,0
31994.55,0,1,1,13,1
19556.01,16,0,0,8,0
49804.28,7,1,0,1,1
1664.63,14,1,1,1,0
33483.48,2,0,1,13,1
30488.13,11,0,1,7,0
8923.5,10,1,1,5,0
8104.03,12,1,1,7,0
30481.93,21,0,0,7,0
23195.06,17,0,1,15,1
956.83,14,1,1,8,0
31849.49,14,0,0,2,0
45843.49,3,1,1,11,1
19807.6,6,0,1,4,0
38271.39,0,1,1,15,1
24045.28,10,0,1,1,0
19493.32,15,0,0,4,0
42864.65,5,0,1,3,0
31704.28,15,0,1,14,1
7970.17,16,1,0,13,0
16894.16,20,0,1,15,1
12923.09,7,1,1,11,1
17094.55,22,0,0,7,0
17172.84,6,1,1,15,1
41694.95,10,0,0,13,0
32905.1,11,1,1,13,1
2323.74,21,0,1,8,0
49415.43,12,0,0,6,0
14002.88,4,0,1,10,0
733.84,2,0,1,1,0
18024.82,6,0,0,3,0
7944.88,14,1,0,9,0
10315.46,11,1,1,8,0
3671.11,13,1,1,2,0
25503.27,7,1,1,6,1
13965.44,7,0,1,6,0
4476.95,16,0,1,14,1
2934.32,3,1,0,9,0
38402.38,10,0,1,3,0
13549.01,2,1,0,2,0
16803.38,16,0,0,2,0
40092.06,1,0,0,11,1
16709.07,12,0,0,8,0
28835.69,7,1,1,11,1
27050.02,10,1,0,6,1
31413.68,3,0,0,12,1
33025.12,12,0,1,5,0
24193.92,2,0,1,1,1
1402.55,2,0,1,6,0
31374.97,11,1,0,5,1
6030.37,20,1,0,5,0
6753.31,6,0,0,9,0
17571.63,5,1,1,6,0
47015.66,20,0,0,13,0
32164.66,5,1,1,2,1
23654.97,8,0,1,11,1
17767.26,2,0,1,9,1
36298.25,16,1,1,7,1
49725.84,14,0,0,5,0
26473.44,19,1,0,15,1
22144.04,8,1,0,12,1
8245.48,12,1,0,14,0
2936.74,6,0,1,1,0
13629.01,2,0,1,7,0
23771.09,19,1,0,5,1
10463.34,4,0,0,12,0
37922.5,20,1,0,7,1
10450.72,17,1,1,7,0
24107.27,19,0,0,13,0
39772.3,11,0,0,10,0
7561.69,1,0,1,10,0
22383.24,2,1,0,5,1
28924.83,14,1,0,12,1
47074.59,10,1,1,9,1
49140.9,9,1,1,15,1
17398.63,9,0,0,6,0
34856.76,22,1,0,10,1
45970.86,22,0,1,12,1
3875.34,15,1,0,14,0
14806.5,19,0,0,5,0
8817.06,11,0,0,13,0
324.49,13,0,0,11,0
42015.29,22,1,0,13,1
24675.74,6,0,0,15,0
32762.61,20,0,0,11,0
17586.69,17,0,0,1,0
9086.37,21,0,0,7,0
11295.16,16,1,1,8,0
31882.79,13,0,1,5,0
8684.11,3,1,0,1,0
24606.34,7,0,1,4,0
20881.79,14,0,0,15,0
23625.17,20,1,0,9,1
21532.46,1,1,0,11,1
14765.53,6,0,1,7,0
20140.44,15,0,0,15,0
46429.1,2,1,0,1,1
46198.16,21,1,1,10,1
23260.37,16,0,1,12,1
17946.2,11,1,0,12,0
36192.78,4,0,0,2,1
7950.03,12,0,1,10,0
13534.23,1,0,1,14,1
31270.68,20,0,0,12,0
5636.7,15,1,1,1,0
16931.33,13,1,1,2,0
7024.66,10,1,0,8,0
4485.98,10,0,1,10,0
27839.63,21,0,1,8,0
42511.4,8,1,1,1,1
5612.12,3,0,1,7,0
46218.97,23,1,0,14,1
35915.79,23,0,0,11,0
49423.37,21,0,1,10,0
13749.73,18,0,1,7,0
28857.97,2,0,0,5,1
42495.96,21,1,0,6,1
39095.87,11,1,0,2,1
27843.78,0,0,0,7,1
36405.67,3,0,0,6,1
10310.4,7,0,1,11,1
38911.02,16,1,0,11,1
27920.19,14,0,1,15,1
49484.4,2,0,1,3,1
2388.83,0,1,0,14,0
33304.95,8,1,0,15,1
980.38,5,0,0,6,0
26806.27,0,0,0,5,1
26694.74,4,1,0,13,1
22440.72,19,1,1,15,1
33347.19,22,0,1,1,0
8011.46,13,1,1,4,0
31336.07,20,1,0,14,1
30560.25,1,0,1,3,1
3187.94,8,0,0,4,0
7413.88,14,1,0,4,0
9134.3,3,0,1,6,0
17505.51,9,1,1,6,0
13767.77,15,0,1,3,0
40126.25,11,0,0,15,0
24414.35,6,0,0,6,0
36200.43,23,0,1,7,0
46640.35,3,1,1,10,1
23664.64,6,1,1,13,1
3264.71,4,0,1,8,0
14850.14,9,1,1,15,1
28032.0,11,0,0,13,0
14513.41,9,1,0,4,0
29545.34,5,1,0,14,1
29148.51,11,0,1,3,0
23016.52,18,0,0,8,0
3832.93,16,0,1,1,0
40192.52,8,1,0,3,1
12542.79,7,1,0,13,0
47112.4,1,1,1,7,1
40340.21,16,1,1,11,1
23007.27,11,0,0,8,0
28633.29,14,0,0,13,0
22726.32,2,0,0,7,1
11703.39,5,0,1,5,0
42850.86,22,1,1,15,1
21995.0,9,0,0,9,0
9806.89,12,0,1,12,1
16002.24,18,0,1,15,1
5826.4,9,0,0,13,0
3288.64,17,1,1,12,1
27622.15,18,1,0,15,1
20277.55,5,0,1,5,0
28672.27,1,1,1,7,1
3960.21,9,0,0,10,0
26142.61,1,0,0,14,1
3426.48,12,0,1,14,1
30000.77,15,1,0,1,1
39456.77,21,1,1,13,1
1861.25,17,0,0,14,0
19966.82,15,1,1,4,0
17508.73,11,0,1,2,0
9463.84,10,0,0,6,0
21633.93,7,1,1,10,1
5066.85,12,1,0,3,0
32845.57,18,1,0,7,1
39837.8,18,0,1,2,0
24427.07,9,1,0,11,1
28385.43,6,0,0,9,0
14504.17,2,1,0,1,0
24792.77,16,0,1,9,0
34925.25,3,1,1,11,1
48616.24,1,1,1,2,1
1247.75,9,0,1,12,1
20878.07,7,1,1,11,1
39782.37,12,1,1,6,1
35185.13,0,0,1,7,1
19045.52,17,1,0,1,0
47668.53,9,0,1,1,0
35796.47,11,0,1,4,0
22593.25,22,0,1,1,0
17806.83,0,0,0,10,1
45774.32,9,1,1,3,1
15531.21,10,1,0,12,0
35683.7,13,1,0,12,1
34458.09,11,0,1,9,0
7154.64,2,1,0,7,0
31251.51,3,0,0,2,1
43107.14,4,1,1,15,1
30006.2,5,1,1,10,1
22546.78,8,0,1,14,1
2968.79,17,1,1,15,1
9097.2,19,1,0,12,0
20411.73,7,0,1,8,0
31707.32,21,0,1,14,1
25246.8,4,1,0,6,1
424.86,17,0,1,15,1
10768.93,22,0,0,3,0
6612.86,15,0,1,2,0
27074.41,18,1,0,13,1
9000.06,2,0,0,1,0
41327.01,20,0,0,1,0
21154.64,21,0,1,12,1
24332.01,8,0,0,2,0
2100.66,10,1,1,3,0
38739.3,16,1,0,10,1
43796.16,0,1,0,13,1
34038.33,8,0,1,1,0
13139.88,7,0,1,7,0
21040.19,21,0,1,15,1
21392.98,14,1,0,6,1
29613.83,22,0,0,9,0
27631.29,22,1,0,7,1
23270.7,4,0,1,4,1
11761.98,9,1,1,9,0
37343.99,0,1,1,9,1
45330.98,9,1,0,1,1
24516.15,5,0,1,7,0
647.36,19,0,0,6,0
19139.86,23,0,0,12,0
45945.91,9,0,1,1,0
47170.53,22,0,1,9,0
41341.37,2,1,1,2,1
6440.91,8,0,0,2,0
49580.59,14,0,0,10,0
25038.35,14,1,0,7,1
23228.25,7,0,0,12,0
24536.32,6,1,0,1,1
48612.46,12,0,1,15,1
19911.46,17,0,0,1,0
6827.38,7,1,1,4,0
9625.99,5,1,1,14,1
1249.06,0,0,1,7,0
1799.23,20,0,1,3,0
44261.18,5,1,0,14,1
387.66,16,1,1,4,0
5834.32,23,0,1,5,0
12032.27,15,0,1,6,0
44595.16,21,0,0,5,0
23531.39,18,0,1,1,0
16436.93,10,1,1,2,0
8769.38,3,0,0,2,0
24561.03,4,1,1,14,1
38354.68,1,0,0,2,1
1466.48,17,0,1,8,0
39524.77,1,1,1,6,1
25628.97,17,0,0,5,0
20919.54,6,0,0,13,0
2532.2,8,1,1,12,1
33589.52,14,0,0,2,0
5827.29,1,1,1,13,1
38764.31,4,0,0,5,1
41331.36,0,0,0,8,1
158.82,0,1,0,14,0
5778.19,13,0,0,6,0
15534.64,7,0,1,7,0
44068.38,16,1,1,9,1
7427.15,6,0,0,14,0
40102.68,2,0,1,13,1
32518.49,16,1,1,4,1
37773.99,8,1,0,9,1
29996.26,2,1,0,1,1
29637.88,20,1,1,15,1
49767.21,17,0,0,3,0
11238.79,3,0,1,15,1
40614.21,1,1,0,4,1
1521.01,19,0,1,15,1
69.09,23,0,1,14,1
45794.9,10,0,0,1,0
30426.93,10,0,1,11,1
18849.39,7,1,1,15,1
23361.21,20,0,0,2,0
44716.13,4,0,1,6,1
46726.1,4,0,1,12,1
35153.19,0,0,1,12,1
22090.48,17,0,1,13,1
3774.53,7,1,1,3,0
42924.67,4,0,0,11,1
16802.2,7,0,0,13,0
46935.69,0,1,1,7,1
775.23,19,1,0,8,0
1240.4,11,1,0,6,0
953.47,22,0,0,1,0
27652.46,0,0,1,4,1
41642.88,15,0,0,15,0
5816.14,11,1,1,9,0
22111.83,0,1,1,8,1
12897.77,20,1,0,10,0
49966.47,18,0,0,12,0
32164.56,14,1,1,6,1
48274.25,8,0,0,11,0
39099.11,5,0,0,9,0
369.7,4,1,1,8,0
24913.97,22,0,0,2,0
16915.31,14,1,0,1,0
10871.94,21,1,1,5,0
11258.02,22,1,0,9,0
26705.14,18,1,1,14,1
10120.61,12,1,0,7,0
48568.77,18,0,1,11,1
27050.53,8,1,0,13,1
26980.18,18,0,0,10,0
30347.14,19,0,1,2,0
30754.47,9,0,0,14,0
7222.46,5,0,0,13,0
2738.23,21,1,1,3,0
32896.02,7,1,1,12,1
28812.24,22,1,0,7,1
14298.55,7,1,1,1,0
708.24,20,0,1,5,0
29756.47,3,0,1,13,1
25532.21,6,1,0,9,1
29509.9,4,0,0,2,1
17926.5,21,1,0,4,0
25311.04,2,1,0,4,1
17799.84,7,0,1,6,0
48218.49,2,1,0,5,1
22681.84,7,1,1,5,1
16542.02,2,0,1,15,1
40071.73,22,0,0,14,0
29255.05,23,1,1,1,1
10903.62,23,0,0,15,0
961.93,17,1,1,6,0
595.32,20,1,0,2,0
969.54,17,0,0,11,0
14406.46,20,0,1,10,0
43006.01,0,0,1,12,1
5137.98,9,0,0,4,0
31567.86,7,1,0,14,1
6535.87,2,1,1,1,0
27302.47,9,1,1,3,1
13897.0,15,1,0,3,0
28974.43,7,1,0,3,1
23709.38,15,1,0,11,1
23756.12,0,0,1,9,1
14717.28,1,0,1,3,0
1721.15,14,1,1,7,0
12161.55,5,0,1,1,0
9825.8,16,0,0,10,0
24418.01,20,0,1,6,0
10103.93,21,0,0,7,0
30905.38,20,1,0,13,1
32303.25,5,0,0,2,0
17135.55,15,0,1,11,1
19320.46,8,1,1,4,0
33822.55,15,1,1,9,1
6690.84,18,1,0,3,0
25714.04,19,1,1,7,1
24067.37,17,0,0,6,0
31449.25,12,0,1,12,1
47671.47,22,0,0,15,0
1044.14,4,0,1,8,0
23618.81,6,1,1,13,1
25953.88,15,0,1,14,1
46605.35,12,1,0,14,1
24525.6,17,1,0,6,1
26601.74,22,1,0,6,1
17759.93,15,0,0,13,0
49111.87,8,1,0,2,1
25917.18,23,0,0,3,0
5281.75,12,1,0,5,0
7200.2,19,0,0,9,0
22621.54,10,0,1,10,0
41667.23,11,1,1,7,1
33052.13,8,1,0,9,1
1917.93,22,1,1,6,0
15841.63,23,1,1,4,0
6845.47,3,0,0,15,0
21441.49,4,1,0,9,1
19450.41,22,1,1,13,1
45673.89,16,1,0,11,1
35310.96,8,1,0,13,1
38667.83,20,1,0,15,1
6685.3,14,1,0,15,0
30663.07,11,1,1,13,1
25171.55,7,0,0,2,0
7020.66,21,0,0,8,0
12940.56,19,0,0,15,0
14811.61,1,0,0,10,0
36049.89,8,0,0,1,0
22439.08,2,1,0,2,1
47535.02,16,1,0,6,1
40605.35,7,0,0,6,0
21654.78,21,0,1,5,0
40833.15,9,0,1,1,0
10197.19,12,0,1,8,0
41846.42,8,0,0,7,0
33536.55,5,1,1,3,1
8702.46,4,1,1,15,1
2373.85,11,1,0,10,0
21657.33,0,0,1,9,1
15933.01,1,0,1,3,1
33536.7,21,0,0,1,0
36888.62,4,1,0,7,1
39597.65,11,1,1,2,1
6920.94,8,1,0,5,0
11183.66,13,0,1,8,0
12080.81,17,0,0,6,0
39963.65,15,0,0,4,0
33170.97,17,0,1,8,0
22448.66,0,0,1,12,1
14549.33,5,1,1,10,0
1428.81,4,0,1,4,0
20171.63,12,1,1,15,1
35298.47,21,0,1,8,0
24439.07,19,0,0,2,0
31069.86,16,0,0,10,0
43625.42,2,0,0,8,1
10048.75,13,1,0,6,0
37988.18,12,0,0,8,0
41636.58,23,0,0,5,0
46647.24,13,1,0,1,1
25786.69,18,0,1,15,1
33172.98,14,1,0,14,1
48706.19,15,1,0,9,1
42491.17,14,0,1,14,1
20935.46,18,1,1,9,1
9342.95,5,1,0,12,0
1344.44,16,0,1,8,0
8377.79,5,0,0,13,0
12719.81,8,0,0,10,0
37963.03,7,0,0,8,0
23721.76,21,0,0,13,0
34614.94,15,0,1,2,0
38869.79,1,0,1,10,1
14152.59,3,0,0,10,0
16996.78,10,0,1,12,1
32496.48,4,0,1,4,1
